sm_time,sm_x,sm_y,sm_z
949113.327969694,-4.092797E-05,0.0019278907,-0.00071959925
949113.329969427,0.0005699373,0.0013170254,-0.0013304645
949113.33196916,-4.092797E-05,0.00070616027,-0.00071959925
949113.333968893,-0.00065179326,0.00070616027,-0.00010873401
949113.335968626,0.0011808025,0.00070616027,-0.00071959925
949113.337967559,-0.00065179326,0.00070616027,-0.0037739256
949113.339967292,-4.092797E-05,-0.0005155703,-0.0013304645
949113.341967092,-4.092797E-05,0.002538756,0.002334727
949113.343966825,0.0005699373,9.529498E-05,-0.00071959925
949113.345966558,-0.0018735237,9.529498E-05,0.0011129965
949113.347966291,0.0005699373,-0.0011264355,-0.00010873401
949113.349966024,-0.00065179326,0.00070616027,-0.00010873401
949113.351965757,-4.092797E-05,0.00070616027,-0.00071959925
949113.35396549,-0.00065179326,0.00070616027,0.00050213124
949113.355965223,-0.00065179326,-0.0011264355,-0.0013304645
949113.357964489,0.0005699373,-0.0017373008,-0.0013304645
949113.359964222,-4.092797E-05,9.529498E-05,-0.00071959925
949113.361963955,0.0005699373,0.00070616027,-0.0013304645
949113.363963688,0.0011808025,-0.0017373008,0.0011129965
949113.365963421,0.0005699373,-0.0011264355,0.00050213124
949113.367963154,-0.0012626585,-0.0029590314,-0.00071959925
949113.369962454,-0.0012626585,-0.0011264355,0.0011129965
949113.371962187,0.0005699373,-0.0011264355,0.0029455922
949113.373961987,0.0005699373,-0.0005155703,-0.00010873401
949113.37596172,-4.092797E-05,-0.0017373008,0.0011129965
949113.377960453,-4.092797E-05,-0.0017373008,0.0011129965
949113.379960186,-4.092797E-05,-0.0005155703,-0.0013304645
949113.381959919,-0.00065179326,-0.0005155703,0.0011129965
949113.383959652,0.0011808025,9.529498E-05,0.0011129965
949113.385959385,0.0005699373,-0.0005155703,-0.0019413297
949113.387959118,-0.0012626585,9.529498E-05,-0.00071959925
949113.389958918,-4.092797E-05,-0.0011264355,-0.0013304645
949113.391958651,0.0005699373,-0.0005155703,0.00050213124
949113.393958384,-0.00065179326,-0.0017373008,-0.00071959925
949113.395958117,0.0005699373,-0.0011264355,-0.00010873401
949113.397958183,0.0005699373,0.00070616027,0.0017238617
949113.399958183,-0.00065179326,9.529498E-05,-0.00010873401
949113.401957916,-0.00065179326,-0.0005155703,-0.0013304645
949113.403957716,0.0011808025,0.0013170254,-0.00071959925
949113.405957516,0.0017916678,-0.0011264355,-0.00010873401
949113.407957249,0.0005699373,0.0013170254,0.002334727
949113.409956982,0.0011808025,-0.0005155703,0.0011129965
949113.411956715,-0.00065179326,-0.0005155703,0.0011129965
949113.413956448,-4.092797E-05,0.00070616027,0.0011129965
949113.415956181,-0.00065179326,0.002538756,-0.00071959925
949113.417956014,-4.092797E-05,0.0019278907,-0.00010873401
949113.419955814,-0.0012626585,0.00070616027,0.0011129965
949113.421955547,-0.0012626585,9.529498E-05,0.00050213124
949113.42395528,-4.092797E-05,0.0019278907,0.00050213124
949113.425955013,0.0005699373,0.0013170254,-0.0013304645
949113.427954746,-0.00065179326,0.002538756,0.00050213124
949113.429954912,-4.092797E-05,0.002538756,0.00050213124
949113.431954645,0.0011808025,0.002538756,0.0035564576
949113.433954378,-4.092797E-05,0.0037604864,-0.00071959925
949113.435954178,0.0011808025,-0.0005155703,0.0017238617
949113.437954378,0.0011808025,-0.0005155703,0.0017238617
949113.439954111,0.0005699373,-0.0005155703,-0.00010873401
949113.441953844,-0.0012626585,0.002538756,-0.0019413297
949113.443953577,0.0011808025,-0.0005155703,0.0011129965
949113.44595331,0.0005699373,-0.0011264355,0.0011129965
949113.447953043,-4.092797E-05,0.0013170254,0.0011129965
949113.449952776,-0.00065179326,0.00070616027,-0.00071959925
949113.451952576,0.0011808025,9.529498E-05,0.0011129965
949113.453951876,-0.00065179326,-0.0017373008,0.00050213124
949113.455951609,-0.00065179326,0.0013170254,0.0011129965
949113.457951009,-0.00065179326,0.0013170254,0.0011129965
949113.459950475,-4.092797E-05,9.529498E-05,0.00050213124
949113.461950208,-0.0018735237,-0.0005155703,-0.00010873401
949113.463949941,0.0011808025,-0.0017373008,0.00050213124
949113.465949674,-0.00065179326,-0.0017373008,-0.00010873401
949113.467949474,0.0017916678,-0.0005155703,-0.00071959925
949113.469949207,0.0011808025,-0.0017373008,0.0017238617
949113.47194894,0.0011808025,-0.0029590314,-0.00071959925
949113.473948673,-4.092797E-05,-0.0005155703,0.00050213124
949113.475948406,0.0005699373,-0.0017373008,-0.0013304645
949113.477947606,0.0005699373,-0.0017373008,-0.0013304645
949113.479947339,-4.092797E-05,-0.0005155703,0.00050213124
949113.481947139,-0.0018735237,-0.0029590314,-0.00071959925
949113.483946939,-4.092797E-05,-0.0017373008,-0.00010873401
949113.485946672,0.0005699373,-0.0017373008,-0.0019413297
949113.487946405,-4.092797E-05,-0.0005155703,0.00050213124
949113.489946138,-4.092797E-05,-0.0017373008,0.00050213124
949113.491945871,0.0017916678,0.0019278907,0.00050213124
949113.493945604,0.0005699373,0.0013170254,-0.0013304645
949113.495945304,0.0011808025,-0.0005155703,0.0017238617
949113.49794557,0.0011808025,-0.0005155703,0.0017238617
949113.49994537,0.0017916678,-0.0011264355,0.002334727
949113.501945136,-4.092797E-05,0.00070616027,0.0029455922
949113.503944902,-4.092797E-05,9.529498E-05,-0.00010873401
949113.505944668,0.0005699373,-0.0005155703,-0.00071959925
949113.507944434,0.0005699373,0.0019278907,-0.00010873401
949113.5099442,-4.092797E-05,0.0043713516,0.0011129965
949113.511943966,-0.00065179326,0.0019278907,-0.0019413297
949113.513944232,0.0005699373,0.0019278907,-0.0013304645
949113.515943998,-4.092797E-05,0.0019278907,-0.0019413297
949113.517943764,-4.092797E-05,0.0019278907,-0.0019413297
949113.51994353,-0.00065179326,0.0013170254,0.00050213124
949113.521943296,0.0005699373,0.0031496212,-0.00071959925
949113.523943062,0.0005699373,0.0031496212,0.0011129965
949113.525942828,0.0005699373,0.0013170254,0.0011129965
949113.527942594,0.0005699373,0.00070616027,-0.0019413297
949113.529942427,0.0005699373,0.002538756,-0.00071959925
949113.531942193,0.0005699373,-0.0005155703,-0.00071959925
949113.533941959,-4.092797E-05,9.529498E-05,0.00050213124
949113.535941725,-0.0012626585,0.0013170254,-0.00071959925
949113.537942325,-0.0012626585,0.0013170254,-0.00071959925
949113.539942091,-0.00065179326,-0.0011264355,-0.0013304645
949113.541941857,-0.00065179326,-0.0005155703,0.00050213124
949113.543941623,0.0011808025,0.00070616027,-0.00071959925
949113.545941456,0.0005699373,0.0013170254,-0.0013304645
949113.547941222,-4.092797E-05,9.529498E-05,-0.00010873401
949113.549940988,-0.00065179326,0.0013170254,0.0017238617
949113.551940754,0.0017916678,-0.0011264355,0.0011129965
949113.55394052,0.0005699373,0.00070616027,-0.0013304645
949113.55594032,0.0005699373,-0.0017373008,-0.0013304645
949113.557939986,0.0005699373,-0.0017373008,-0.0013304645
949113.559939752,-0.0012626585,-0.0005155703,0.0029455922
949113.561939552,-0.0012626585,-0.0035698966,-0.0019413297
949113.563939285,-0.0012626585,-0.0005155703,-0.0013304645
949113.565939018,-4.092797E-05,-0.002348166,0.00050213124
949113.567938751,-0.00065179326,-0.0005155703,0.0011129965
949113.569938484,0.0005699373,-0.0017373008,0.00050213124
949113.57193785,-4.092797E-05,-0.0029590314,-0.00010873401
949113.573937583,-0.0018735237,0.00070616027,-0.0031630602
949113.575937383,-0.00065179326,-0.0005155703,0.00050213124
949113.577937649,-0.00065179326,-0.0005155703,0.00050213124
949113.579937382,-4.092797E-05,-0.0017373008,-0.00010873401
949113.581937115,-0.00065179326,-0.0017373008,0.00050213124
949113.583936848,-0.00065179326,-0.0017373008,0.00050213124
949113.585936581,0.0005699373,-0.0005155703,-0.00071959925
949113.587936314,0.0005699373,-0.0011264355,-0.0013304645
949113.589936047,-0.00065179326,-0.0005155703,-0.00010873401
949113.591935847,0.0011808025,-0.0005155703,0.0011129965
949113.59393558,0.0005699373,0.0019278907,-0.00010873401
949113.595935313,-4.092797E-05,0.0013170254,-0.0019413297
949113.597935179,-4.092797E-05,0.0013170254,-0.0019413297
949113.599934912,-0.00065179326,9.529498E-05,-0.00010873401
949113.601934645,-0.00065179326,0.00070616027,-0.0013304645
949113.603934378,0.0005699373,0.0013170254,0.002334727
949113.605934111,0.0005699373,0.00070616027,-0.00010873401
949113.607933911,0.0005699373,-0.0017373008,-0.00010873401
949113.609933644,-0.00065179326,0.0019278907,0.0011129965
949113.611933377,0.0005699373,0.0019278907,0.00050213124
949113.61393311,0.0005699373,9.529498E-05,-0.0013304645
949113.615932843,-4.092797E-05,0.0019278907,-0.0019413297
949113.617933376,-4.092797E-05,0.0019278907,-0.0019413297
949113.619933109,-4.092797E-05,0.0013170254,0.0011129965
949113.621932842,-4.092797E-05,0.002538756,-0.00010873401
949113.623932642,-4.092797E-05,0.00070616027,-0.00071959925
949113.625932375,-0.00065179326,0.002538756,0.0011129965
949113.627932108,-0.0018735237,0.0013170254,-0.00010873401
949113.629931841,0.0011808025,0.0013170254,0.0011129965
949113.631931941,-0.00065179326,0.0019278907,-0.00010873401
949113.633931674,-4.092797E-05,0.0019278907,-0.0013304645
949113.635931407,-0.0012626585,0.00070616027,0.0011129965
949113.637930673,-0.0012626585,0.00070616027,0.0011129965
949113.639930473,0.0005699373,9.529498E-05,-0.00071959925
949113.641930206,-0.0018735237,0.00070616027,-0.00071959925
949113.643929939,-0.0018735237,0.00070616027,0.00050213124
949113.645929672,-4.092797E-05,-0.0011264355,0.0011129965
949113.647929405,-0.00065179326,9.529498E-05,-0.0013304645
949113.649929138,-0.00065179326,0.00070616027,-0.00071959925
949113.651928871,-0.00065179326,0.0013170254,-0.0019413297
949113.653928671,-0.00065179326,9.529498E-05,0.0011129965
949113.655928437,0.0017916678,-0.0017373008,-0.00071959925
949113.657928037,0.0017916678,-0.0017373008,-0.00071959925
949113.65992777,-0.00065179326,0.00070616027,-0.00071959925
949113.661927503,0.0011808025,-0.0005155703,0.00050213124
949113.663927236,-0.0012626585,9.529498E-05,-0.00071959925
949113.665926969,-0.00065179326,0.00070616027,-0.00010873401
949113.667926702,-4.092797E-05,0.00070616027,-0.00010873401
949113.669926668,0.0011808025,-0.0011264355,0.00050213124
949113.671926401,0.0030133983,-0.0005155703,-0.0013304645
949113.673926134,0.0011808025,0.0013170254,-0.00071959925
949113.675925867,0.0017916678,0.0013170254,-0.00010873401
949113.677923967,0.0017916678,0.0013170254,-0.00010873401
949113.6799237,-0.00065179326,-0.0011264355,0.00050213124
949113.681923433,-0.0012626585,9.529498E-05,0.0011129965
949113.683923166,-0.0012626585,0.0013170254,0.00050213124
949113.685922966,-0.0012626585,9.529498E-05,-0.00071959925
949113.687922699,-0.00065179326,-0.0005155703,0.00050213124
949113.689922432,0.0030133983,-0.0005155703,0.00050213124
949113.691922165,-0.00065179326,-0.0005155703,-0.002552195
949113.693921898,-0.0018735237,0.0013170254,-0.0019413297
949113.695921631,0.0011808025,9.529498E-05,0.00050213124
949113.697921364,0.0011808025,9.529498E-05,0.00050213124
949113.699921097,-0.00065179326,-0.0017373008,0.0011129965
949113.701920897,-0.00065179326,-0.0017373008,0.0011129965
949113.70392063,-4.092797E-05,9.529498E-05,-0.0019413297
949113.705920363,0.0011808025,0.00070616027,-0.0019413297
949113.707920096,-4.092797E-05,-0.0011264355,0.00050213124
949113.709919829,-4.092797E-05,-0.002348166,-0.00010873401
949113.711919562,0.0005699373,0.00070616027,0.00050213124
949113.713919295,-0.00065179326,0.0013170254,-0.0013304645
949113.715919028,0.0005699373,-0.0005155703,-0.00071959925
949113.717918561,0.0005699373,-0.0005155703,-0.00071959925
949113.719918294,0.0005699373,-0.0005155703,0.0011129965
949113.721918027,-4.092797E-05,0.0013170254,0.0011129965
949113.72391776,-0.0012626585,0.0013170254,-0.00010873401
949113.725917493,-4.092797E-05,9.529498E-05,0.00050213124
949113.727917226,0.0011808025,-0.0005155703,-0.0019413297
949113.729916792,-4.092797E-05,0.0013170254,-0.0013304645
949113.731916592,-4.092797E-05,9.529498E-05,0.0017238617
949113.733916392,0.0017916678,0.0019278907,0.0011129965
949113.735916125,0.0011808025,-0.0005155703,0.0011129965
949113.737916791,0.0011808025,-0.0005155703,0.0011129965
949113.739916524,0.0005699373,0.0019278907,0.0011129965
949113.741916257,0.0011808025,9.529498E-05,0.00050213124
949113.74391599,-4.092797E-05,-0.0005155703,-0.00010873401
949113.745915723,-4.092797E-05,-0.0011264355,0.002334727
949113.747915523,-0.0012626585,0.00070616027,0.0017238617
949113.749915323,-4.092797E-05,-0.0005155703,-0.00071959925
949113.751915056,0.0011808025,0.0013170254,0.0017238617
949113.753914789,-0.0012626585,-0.0005155703,-0.00010873401
949113.755914522,-0.0012626585,9.529498E-05,-0.00010873401
949113.757914255,-0.0012626585,9.529498E-05,-0.00010873401
949113.759913988,-0.00065179326,0.0013170254,0.0011129965
949113.761913721,-0.0012626585,0.002538756,0.00050213124
949113.763913521,-4.092797E-05,-0.0005155703,0.00050213124
949113.765913254,0.0017916678,-0.0011264355,0.0011129965
949113.767912987,0.0005699373,-0.0005155703,-0.0013304645
949113.76991272,-0.00065179326,9.529498E-05,-0.0013304645
949113.771912453,-0.00065179326,-0.002348166,-0.00010873401
949113.773912186,0.0011808025,9.529498E-05,0.0017238617
949113.775911952,-4.092797E-05,9.529498E-05,-0.00010873401
949113.777911018,-4.092797E-05,9.529498E-05,-0.00010873401
949113.779910818,-0.0018735237,0.00070616027,-0.00071959925
949113.781910551,-0.0012626585,-0.0011264355,-0.00071959925
949113.783910284,-0.0018735237,9.529498E-05,-0.00010873401
949113.785910017,-0.00065179326,-0.0011264355,0.00050213124
949113.78790975,-4.092797E-05,9.529498E-05,-0.00071959925
949113.789909483,0.0005699373,-0.0011264355,-0.00010873401
949113.791909216,0.0005699373,-0.0017373008,0.0011129965
949113.793908349,0.0005699373,0.00070616027,-0.00010873401
949113.795908149,-4.092797E-05,0.00070616027,-0.00010873401
949113.797907782,-4.092797E-05,0.00070616027,-0.00010873401
949113.799907515,-0.00065179326,-0.0017373008,0.0017238617
949113.801907248,-4.092797E-05,-0.0005155703,0.00050213124
949113.803906981,0.0011808025,-0.0011264355,0.00050213124
949113.805906714,-4.092797E-05,0.0013170254,0.0011129965
949113.807906447,-0.0018735237,-0.002348166,-0.00010873401
949113.80990618,0.0011808025,0.00070616027,-0.0013304645
949113.81190598,0.0005699373,0.00070616027,-0.0013304645
949113.813905713,0.0005699373,9.529498E-05,0.00050213124
949113.815905446,-4.092797E-05,-0.0005155703,0.0017238617
949113.817905679,-0.00065179326,9.529498E-05,-0.002552195
949113.819905412,-0.00065179326,0.0013170254,0.00050213124
949113.821905145,0.0017916678,9.529498E-05,0.0011129965
949113.823904878,-0.00065179326,0.00070616027,-0.00071959925
949113.825904678,-0.0012626585,-0.0011264355,-0.00010873401
949113.827904478,-4.092797E-05,0.0013170254,-0.00010873401
949113.829904211,-0.002484389,9.529498E-05,-0.00071959925
949113.831903944,-0.0012626585,0.0019278907,0.0011129965
949113.833903677,0.0011808025,-0.0005155703,0.00050213124
949113.83590341,-0.002484389,0.00070616027,-0.0013304645
949113.837903643,-0.002484389,0.00070616027,-0.0013304645
949113.839903376,-0.0018735237,9.529498E-05,0.0017238617
949113.841903176,-0.00065179326,0.0013170254,-0.00071959925
949113.843902909,0.0005699373,-0.0011264355,0.00050213124
949113.845902642,-0.00065179326,0.0013170254,-0.00071959925
949113.847902375,-4.092797E-05,0.0019278907,-0.00010873401
949113.849902108,-0.00065179326,0.00070616027,0.0011129965
949113.851901841,-4.092797E-05,-0.0011264355,0.0029455922
949113.853902174,0.0005699373,0.00070616027,0.0011129965
949113.855901907,-0.0018735237,0.002538756,0.00050213124
949113.857901807,-0.00065179326,0.0013170254,0.00050213124
949113.85990154,-4.092797E-05,0.0019278907,0.0011129965
949113.861901273,-4.092797E-05,0.0013170254,0.00050213124
949113.863901006,0.0011808025,-0.0005155703,0.00050213124
949113.865900739,-4.092797E-05,9.529498E-05,0.0011129965
949113.867900339,0.0011808025,9.529498E-05,-0.00010873401
949113.869900072,0.0017916678,-0.0005155703,-0.00071959925
949113.871899372,0.0011808025,-0.0005155703,0.00050213124
949113.873899172,0.0005699373,-0.0005155703,-0.00010873401
949113.875898905,0.0011808025,9.529498E-05,0.00050213124
949113.877897205,0.0011808025,9.529498E-05,0.00050213124
949113.879896938,0.0005699373,-0.0017373008,-0.00010873401
949113.881896671,-4.092797E-05,-0.0005155703,-0.0013304645
949113.883896404,0.0005699373,0.0013170254,0.0011129965
949113.885896137,-0.0018735237,0.0019278907,-0.00010873401
949113.88789587,-0.0012626585,0.00070616027,-0.0013304645
949113.88989567,-4.092797E-05,0.00070616027,-0.0013304645
949113.891895403,-0.0012626585,0.00070616027,-0.00010873401
949113.893895136,0.0005699373,-0.0011264355,0.0017238617
949113.895894869,0.0005699373,-0.0011264355,-0.00010873401
949113.897895235,0.0005699373,-0.0011264355,-0.0013304645
949113.899894968,0.0011808025,0.00070616027,0.00050213124
949113.901894701,0.0011808025,0.00070616027,-0.00071959925
949113.903894501,0.002402533,-0.0005155703,-0.00071959925
949113.905894301,0.0011808025,9.529498E-05,0.00050213124
949113.907894067,-0.0012626585,-0.0017373008,-0.0013304645
949113.909893833,-0.0012626585,9.529498E-05,0.0011129965
949113.911893599,-4.092797E-05,0.00070616027,-0.00071959925
949113.913893365,-0.0018735237,-0.002348166,-0.00071959925
949113.915893131,-4.092797E-05,-0.0011264355,-0.00071959925
949113.917892897,-0.0012626585,-0.0005155703,-0.00071959925
949113.91989273,-4.092797E-05,-0.0011264355,0.0017238617
949113.921892496,-0.00065179326,-0.0017373008,-0.00010873401
949113.923892262,0.0005699373,-0.0011264355,0.0011129965
949113.925892028,0.0011808025,-0.0005155703,0.0011129965
949113.927891928,-0.0012626585,-0.0017373008,0.0011129965
949113.929891694,-0.0012626585,0.0019278907,-0.00010873401
949113.931891894,0.0005699373,-0.0005155703,0.0017238617
949113.93389166,-4.092797E-05,-0.0011264355,-0.00010873401
949113.935891493,0.0005699373,9.529498E-05,-0.00071959925
949113.937892193,0.0011808025,0.0013170254,-0.00071959925
949113.939891959,-0.00065179326,-0.0011264355,0.0011129965
949113.941891725,-0.00065179326,9.529498E-05,0.0011129965
949113.943891491,0.0005699373,-0.0011264355,0.0011129965
949113.945891257,0.0005699373,9.529498E-05,-0.00010873401
949113.947891023,-4.092797E-05,0.00070616027,-0.0013304645
949113.949890789,-0.0012626585,9.529498E-05,-0.0019413297
949113.951890622,-0.00065179326,0.0013170254,-0.00010873401
949113.953890388,0.0011808025,0.00070616027,0.0011129965
949113.955890154,-0.00065179326,0.0013170254,-0.00010873401
949113.957888987,-0.00065179326,0.0013170254,-0.00010873401
949113.959888753,-4.092797E-05,0.00070616027,0.0011129965
949113.961888519,0.0017916678,0.0013170254,0.00050213124
949113.963888285,-0.00065179326,0.00070616027,0.0011129965
949113.965888051,-4.092797E-05,-0.0017373008,-0.00071959925
949113.967887851,-4.092797E-05,-0.0011264355,-0.00010873401
949113.969887584,-4.092797E-05,0.0019278907,0.0011129965
949113.971887317,0.0005699373,0.0013170254,0.0011129965
949113.97388705,0.0011808025,0.00070616027,-0.0013304645
949113.975886783,0.0005699373,0.0013170254,-0.00071959925
949113.977886516,0.0005699373,0.0013170254,-0.00071959925
949113.979886249,-4.092797E-05,-0.0005155703,-0.0019413297
949113.981886049,0.0011808025,0.0019278907,-0.0013304645
949113.983885849,0.0005699373,0.0019278907,0.0029455922
949113.985885582,-4.092797E-05,-0.0005155703,0.0011129965
949113.987885315,0.0011808025,0.00070616027,0.0011129965
949113.989885048,0.0011808025,-0.0017373008,-0.00010873401
949113.991884781,0.0005699373,-0.0017373008,0.00050213124
949113.993884514,0.0005699373,-0.0005155703,0.00050213124
949113.995884247,0.0005699373,9.529498E-05,0.00050213124
949113.99788458,0.002402533,-0.0017373008,0.00050213124
949113.99988438,0.0005699373,-0.0005155703,0.0011129965
949114.001884113,0.0005699373,9.529498E-05,0.0017238617
949114.003883846,-0.00065179326,-0.0029590314,-0.00071959925
949114.005883579,0.0005699373,0.00070616027,-0.00071959925
949114.007883312,-4.092797E-05,-0.0029590314,0.00050213124
949114.009883045,0.0005699373,-0.002348166,-0.00071959925
949114.011882778,-0.00065179326,9.529498E-05,-0.0013304645
949114.013882578,0.0005699373,-0.004180762,-0.0019413297
949114.015882311,-0.00065179326,0.0019278907,0.0011129965
949114.017882844,-0.0012626585,-0.0011264355,-0.00071959925
949114.019882577,0.0005699373,-0.0005155703,-0.00010873401
949114.02188231,-0.00065179326,-0.0035698966,-0.0013304645
949114.023882043,0.0005699373,-0.0005155703,0.00050213124
949114.025881776,-0.00065179326,0.0019278907,0.00050213124
949114.027881509,0.0011808025,-0.0011264355,0.00050213124
949114.029881309,-4.092797E-05,-0.0011264355,-0.00010873401
949114.031881042,-0.00065179326,-0.0005155703,0.0011129965
949114.033880775,-0.002484389,-0.0005155703,-0.0019413297
949114.035880508,0.0005699373,0.00070616027,-0.00071959925
949114.037880241,-4.092797E-05,9.529498E-05,0.00050213124
949114.039879974,-0.00065179326,0.0019278907,0.0011129965
949114.041879707,-4.092797E-05,9.529498E-05,0.0017238617
949114.04387944,-0.00065179326,0.0019278907,0.00050213124
949114.04587924,-0.00065179326,-0.0011264355,-0.002552195
949114.047878973,-0.00065179326,9.529498E-05,-0.00010873401
949114.049878706,-0.00065179326,0.0013170254,-0.00010873401
949114.051878439,-0.0012626585,0.0019278907,-0.00010873401
949114.053878172,0.0011808025,0.0031496212,0.00050213124
949114.055877905,0.0005699373,0.00070616027,0.00050213124
949114.057877105,-0.00065179326,9.529498E-05,0.0011129965
949114.059876838,-0.00065179326,0.0019278907,0.0011129965
949114.061876638,0.0005699373,0.0013170254,0.0011129965
949114.063876371,-0.00065179326,0.0013170254,0.00050213124
949114.065876104,0.0005699373,0.0013170254,0.00050213124
949114.067875837,-4.092797E-05,-0.0011264355,0.0017238617
949114.06987557,0.0011808025,-0.0011264355,0.00050213124
949114.071875303,-0.00065179326,-0.0011264355,0.0017238617
949114.073875036,0.0017916678,0.0019278907,0.00050213124
949114.075874836,-4.092797E-05,-0.0029590314,0.00050213124
949114.077873636,-0.00065179326,0.0013170254,0.0011129965
949114.079873369,-0.00065179326,0.0013170254,-0.00010873401
949114.081873102,-0.0012626585,-0.0005155703,0.00050213124
949114.083872835,0.0005699373,-0.0017373008,0.00050213124
949114.085872568,-0.00065179326,0.0013170254,0.00050213124
949114.087872301,-0.00065179326,0.0013170254,-0.0019413297
949114.089872034,0.0005699373,0.00070616027,-0.00071959925
949114.091871834,0.0005699373,-0.0005155703,-0.00010873401
949114.093871567,-4.092797E-05,-0.0011264355,0.0029455922
949114.0958713,-0.002484389,9.529498E-05,0.00050213124
949114.097871633,-0.00065179326,-0.0011264355,-0.0013304645
949114.099871566,-4.092797E-05,-0.0011264355,0.0011129965
949114.101871299,-0.00065179326,-0.0011264355,0.00050213124
949114.103871032,-4.092797E-05,-0.0011264355,-0.00010873401
949114.105870765,0.0005699373,-0.0005155703,0.00050213124
949114.107870565,0.0017916678,0.0013170254,-0.00010873401
949114.109870298,0.0011808025,9.529498E-05,-0.00010873401
949114.111870031,-4.092797E-05,0.00070616027,-0.0013304645
949114.113869764,0.0005699373,-0.0011264355,-0.0019413297
949114.115869497,-0.0012626585,9.529498E-05,-0.00071959925
949114.117869163,-4.092797E-05,-0.0011264355,0.0011129965
949114.119868896,-0.0018735237,9.529498E-05,-0.0013304645
949114.121868629,-0.0012626585,-0.0011264355,-0.00071959925
949114.123868429,-4.092797E-05,9.529498E-05,-0.0019413297
949114.125868195,-0.0012626585,0.00070616027,-0.00010873401
949114.127867961,-4.092797E-05,9.529498E-05,-0.00071959925
949114.129867727,-0.0012626585,0.0019278907,-0.00010873401
949114.131867493,0.0011808025,0.00070616027,-0.00010873401
949114.133867259,-0.0012626585,-0.0005155703,-0.0013304645
949114.135867025,-4.092797E-05,9.529498E-05,-0.00071959925
949114.137867725,0.0017916678,0.0019278907,-0.00071959925
949114.139867558,-4.092797E-05,0.0013170254,0.00050213124
949114.141867358,-0.0012626585,9.529498E-05,-0.00010873401
949114.143867158,0.0005699373,9.529498E-05,0.00050213124
949114.145866958,-0.0018735237,0.0019278907,-0.0019413297
